timestamp,capital,portfolio_value,total,peak,drawdown
2025-07-20 20:13:49.999697,965251.55808181,34696.38,999947.93808181,999947.93808181,0.0
2025-07-25 20:13:49.999697,933954.22679659,65564.98,999519.20679659,999947.93808181,-0.00042875360695522103
2025-08-09 20:13:49.999697,969195.9724389251,34866.52,1004062.4924389251,1004062.4924389251,0.0
2025-08-19 20:13:49.999697,1003307.31566521,0.0,1003307.31566521,1004062.4924389251,-0.0007521212866747948
